	Ssid284.fastq.trim.sam.counts	Ssid401.fastq.trim.sam.counts	Ssid402.fastq.trim.sam.counts	Ssid405.fastq.trim.sam.counts	Ssid409.fastq.trim.sam.counts	Ssid411.fastq.trim.sam.counts	Ssid412.fastq.trim.sam.counts	Ssid413.fastq.trim.sam.counts	Ssid415.fastq.trim.sam.counts	Ssid416.fastq.trim.sam.counts	Ssid417.fastq.trim.sam.counts	Ssid418.fastq.trim.sam.counts	Ssid429.fastq.trim.sam.counts	Ssid430.fastq.trim.sam.counts	Ssid435.fastq.trim.sam.counts	Ssid436.fastq.trim.sam.counts	Ssid438.fastq.trim.sam.counts	Ssid440.fastq.trim.sam.counts	Ssid444.fastq.trim.sam.counts	Ssid445.fastq.trim.sam.counts	Ssid446.fastq.trim.sam.counts	Ssid447.fastq.trim.sam.counts	Ssid450.fastq.trim.sam.counts	Ssid451.fastq.trim.sam.counts	Ssid454.fastq.trim.sam.counts	Ssid455.fastq.trim.sam.counts	Ssid456F.fastq.trim.sam.counts	Ssid457.fastq.trim.sam.counts	Ssid458.fastq.trim.sam.counts	Ssid460.fastq.trim.sam.counts	Ssid461.fastq.trim.sam.counts	Ssid463.fastq.trim.sam.counts	Ssid464.fastq.trim.sam.counts	Ssid467.fastq.trim.sam.counts	Ssid470.fastq.trim.sam.counts	Ssid471.fastq.trim.sam.counts	Ssid472.fastq.trim.sam.counts	Ssid476.fastq.trim.sam.counts	Ssid477.fastq.trim.sam.counts	Ssid495.fastq.trim.sam.counts	Ssid497.fastq.trim.sam.counts	Ssid498.fastq.trim.sam.counts	Ssid499.fastq.trim.sam.counts	Ssid889.fastq.trim.sam.counts	Ssid890.fastq.trim.sam.counts	Ssid891.fastq.trim.sam.counts	Ssid892.fastq.trim.sam.counts	Ssid893.fastq.trim.sam.counts	Ssid919.fastq.trim.sam.counts	Ssid922.fastq.trim.sam.counts	Ssid923.fastq.trim.sam.counts	Ssid924.fastq.trim.sam.counts	Ssid959.fastq.trim.sam.counts	Ssid960.fastq.trim.sam.counts	Ssid961.fastq.trim.sam.counts	Ssid971.fastq.trim.sam.counts	Ssid973.fastq.trim.sam.counts	SsidUNK.fastq.trim.sam.counts	
isogroup52875	0	0	0	0	4	0	0	1	0	2	0	1	0	6	0	0	2	1	0	4	3	0	0	0	0	7	0	2	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	
isogroup52880	3	0	16	2	2	3	10	5	0	2	4	1	2	1	4	4	4	2	10	3	3	1	2	3	6	2	1	3	4	1	4	4	2	3	4	6	2	2	7	10	4	1	3	6	4	1	12	2	0	1	7	4	6	0	2	1	3	7	
isogroup52887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup52893	2	0	3	0	0	3	2	2	1	2	1	1	0	0	2	0	1	1	4	2	1	1	2	1	0	0	1	3	0	2	1	2	2	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	2	1	2	0	0	1	0	1	
isogroup52902	1	2	5	2	0	0	1	0	0	0	1	2	1	1	1	1	2	2	0	1	1	1	1	2	2	2	1	3	2	0	2	3	1	0	1	0	2	0	3	1	0	0	0	0	0	0	2	1	0	0	1	3	2	0	6	2	3	0	
isogroup52905	5	1	9	6	6	4	5	4	6	4	3	4	7	9	3	3	4	1	4	5	9	0	1	5	0	9	5	5	4	4	5	1	5	0	5	2	6	2	4	3	3	1	2	1	4	0	9	0	5	1	4	8	1	4	2	5	2	2	
isogroup52922	3	0	6	1	1	1	9	2	0	1	0	1	3	3	1	4	3	1	3	3	4	4	2	0	3	1	5	1	2	0	1	2	1	2	1	2	1	1	3	3	1	0	1	0	2	0	3	0	0	0	1	7	5	0	1	1	4	0	
isogroup529249	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	
isogroup52927	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
isogroup52931	0	2	2	2	1	0	1	1	2	0	1	0	2	4	0	1	0	0	0	2	0	0	0	0	1	0	1	1	0	0	4	1	1	0	1	0	2	1	1	1	1	0	0	0	0	0	2	0	0	0	0	3	1	0	0	2	1	0	
isogroup52933	11	11	35	13	13	20	29	18	9	15	8	8	15	17	12	21	15	15	12	30	13	10	7	4	10	10	11	17	14	18	12	11	13	9	16	11	26	9	15	11	14	8	11	8	14	4	15	9	6	1	20	13	11	2	5	17	10	8	
isogroup52934	10	10	64	24	19	20	27	20	21	12	17	6	9	19	12	2	21	8	20	22	15	7	12	12	7	9	13	25	13	12	40	14	12	6	24	16	25	8	17	20	11	4	5	6	16	6	22	9	6	1	21	33	22	3	11	10	11	11	
isogroup52939	0	3	3	1	1	3	3	1	2	0	1	1	1	2	1	4	0	1	1	1	1	4	2	0	1	0	3	2	2	2	1	3	1	0	0	1	0	0	1	0	0	1	3	0	2	2	1	1	1	0	1	2	2	0	1	1	2	0	
isogroup52943	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup52944	2	0	4	1	3	2	0	3	0	0	2	4	2	4	3	1	5	1	3	5	1	3	2	3	0	4	1	5	1	2	2	1	1	1	1	3	4	3	3	1	0	1	0	2	3	0	2	0	0	1	3	3	1	0	3	2	1	1	
isogroup52946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup52958	1	1	1	0	1	1	1	0	1	0	0	3	1	1	0	0	2	1	0	1	1	0	1	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	
isogroup52960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup52962	1	0	3	0	3	0	0	4	1	1	0	1	0	2	1	0	0	0	1	1	3	0	2	3	1	0	1	0	1	0	0	1	0	0	0	2	4	1	2	1	2	0	3	0	1	0	0	1	0	1	2	0	0	0	1	3	1	0	
isogroup52981	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	
isogroup52982	5	1	18	13	4	5	14	12	3	11	4	8	10	11	13	7	6	5	2	6	6	1	6	3	6	6	11	2	7	4	7	6	11	2	10	5	15	0	15	14	1	1	1	1	9	3	10	4	0	1	7	8	7	0	2	8	6	7	
isogroup53007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53008	0	0	6	3	3	6	0	2	2	0	1	1	1	4	2	5	3	1	1	6	1	1	1	1	4	3	5	3	0	1	2	1	2	4	2	3	2	4	5	2	3	0	4	0	2	1	1	2	0	0	3	2	5	1	3	0	1	3	
isogroup53009	2	0	6	3	1	5	0	5	1	2	6	0	1	4	2	5	4	2	4	4	3	0	6	2	6	2	2	8	4	1	2	2	5	2	0	1	7	1	5	2	2	4	0	4	1	3	2	0	1	0	7	5	0	1	1	4	1	0	
isogroup53015	1	0	6	2	2	3	1	0	1	1	2	4	3	2	1	3	3	1	4	3	4	0	3	1	3	1	1	0	1	2	0	0	6	2	2	0	4	2	0	2	5	1	0	0	2	1	1	2	0	0	1	0	0	0	1	4	3	1	
isogroup53019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53052	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
isogroup53068	2	0	1	1	2	1	4	1	1	2	2	0	8	2	1	1	5	2	2	1	1	0	0	1	1	0	1	2	0	2	1	7	0	2	3	0	3	3	4	1	1	0	1	4	3	0	4	1	1	0	2	1	3	2	3	2	0	0	
isogroup53071	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53081	2	0	10	6	5	1	4	6	0	3	4	2	2	12	2	4	6	0	10	4	8	0	4	1	2	4	4	1	4	4	6	3	8	1	4	1	5	1	5	8	3	1	2	7	3	0	3	3	0	0	8	6	2	0	4	2	7	2	
isogroup53097	1	0	1	3	1	0	3	2	0	0	1	1	0	6	1	2	1	4	2	3	4	1	0	0	0	0	4	1	0	4	1	1	0	0	2	1	0	1	1	0	0	1	3	0	1	1	1	2	0	0	5	3	2	1	1	2	2	4	
isogroup53101	4	5	4	4	4	8	2	8	8	3	3	4	5	4	2	3	4	2	3	11	4	7	2	5	3	8	2	7	8	3	5	4	10	3	6	3	4	2	2	3	9	2	0	7	7	4	2	3	1	0	4	2	3	8	1	1	1	2	
isogroup53105	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	
isogroup53109	11	3	6	2	11	10	4	10	5	5	6	5	11	9	2	3	12	3	8	11	9	2	3	3	12	5	6	6	4	12	7	3	17	0	8	6	13	5	7	11	5	2	3	1	3	1	4	3	0	0	6	8	2	1	4	8	10	2	
isogroup53116	2	1	1	3	0	3	2	2	0	1	0	0	3	1	0	1	2	0	2	5	4	2	1	1	1	0	1	2	0	1	1	2	0	0	2	1	3	2	2	1	1	0	0	2	1	0	4	1	0	0	0	3	1	1	0	5	0	0	
isogroup53120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53124	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53133	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup53139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53156	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53158	9	5	35	12	9	5	15	12	16	8	12	7	7	22	11	5	14	12	14	25	4	2	9	7	14	10	10	12	17	8	14	8	5	1	11	1	25	0	14	20	7	6	3	4	11	3	12	2	1	0	11	15	13	3	2	7	5	2	
isogroup53172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53174	3	0	1	2	2	2	2	0	0	0	2	0	1	1	2	1	5	0	1	5	2	1	1	0	3	1	1	0	0	2	0	3	0	2	2	2	1	1	0	3	0	0	3	3	3	1	1	0	2	0	4	1	1	3	1	1	0	1	
isogroup53178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup53196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup53204	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup53209	0	1	2	6	1	1	0	1	0	0	0	1	2	6	0	3	1	1	1	1	2	1	0	2	2	2	1	5	0	2	2	2	2	0	2	1	1	0	3	2	0	0	1	0	0	2	4	0	1	1	2	0	3	0	1	2	3	1	
isogroup53219	0	1	4	0	0	2	1	0	0	0	0	1	0	1	1	1	0	0	4	1	2	0	0	0	0	0	1	1	0	3	3	0	1	0	0	0	1	0	0	2	0	0	2	2	2	0	2	0	0	0	2	5	1	0	2	2	0	1	
isogroup53226	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53243	13	4	35	10	9	3	12	8	6	9	7	6	13	11	4	3	20	4	13	6	9	1	6	8	1	5	10	11	6	13	13	5	7	1	17	3	14	2	7	11	11	1	5	5	8	4	0	3	1	0	23	15	5	1	8	7	3	3	
isogroup53260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	
isogroup53261	9	3	22	2	10	7	12	12	9	2	2	4	13	9	7	8	15	1	7	8	3	2	8	10	9	7	5	14	5	7	13	3	15	0	13	6	11	3	17	16	2	8	4	5	6	4	9	6	2	0	9	6	9	1	12	6	10	5	
isogroup53263	2	2	1	2	2	1	0	1	1	1	0	1	1	1	1	1	0	0	0	3	0	1	0	1	1	1	0	0	1	1	2	0	3	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	
isogroup53271	4	2	22	7	9	7	6	9	6	3	3	10	9	4	4	13	7	3	6	5	11	2	7	5	6	10	4	8	4	7	10	5	5	2	7	3	13	4	13	6	3	7	3	10	4	2	7	4	4	5	5	6	7	5	9	5	5	1	
isogroup53280	2	0	6	6	2	2	3	0	2	0	2	1	3	2	0	1	4	3	3	0	2	0	0	1	2	1	0	1	1	2	2	2	0	2	8	1	5	1	6	2	3	0	0	0	1	2	1	0	1	0	0	0	1	1	1	4	0	2	
isogroup53282	4	0	11	6	4	8	4	7	6	10	1	5	10	5	3	3	5	2	4	4	3	1	5	3	1	6	5	3	2	4	4	2	0	1	3	5	5	3	4	8	3	2	2	1	7	0	3	1	2	1	6	9	3	1	1	5	6	4	
isogroup53286	5	2	18	10	4	7	3	2	8	5	11	2	3	3	6	5	11	7	4	8	4	7	2	4	2	5	3	8	3	1	4	2	3	4	14	7	15	13	12	5	6	4	0	2	4	1	9	3	4	0	7	7	8	1	5	8	7	7	
isogroup53287	4	6	6	2	8	4	5	4	2	4	5	4	8	3	8	7	8	3	0	10	2	8	1	3	5	5	5	5	4	7	5	1	4	1	3	2	6	5	6	1	4	5	6	6	4	0	5	2	2	0	7	3	2	2	1	5	3	1	
isogroup53295	0	0	2	3	0	0	1	0	1	2	2	1	2	2	1	2	3	0	0	2	0	0	0	0	0	1	2	1	0	2	1	1	0	0	2	2	0	0	0	3	3	1	1	2	1	0	2	0	0	0	0	2	2	0	0	1	1	2	
isogroup53298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup533022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	
isogroup53321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup53332	2	3	2	1	2	2	3	3	4	2	1	1	5	3	3	4	4	4	1	5	3	3	1	5	2	2	2	11	1	7	4	5	5	2	1	4	5	5	2	6	2	1	5	2	5	2	3	1	3	1	2	4	2	1	5	2	4	1	
isogroup53335	2	3	6	2	1	2	2	2	1	1	1	1	3	4	0	3	0	3	2	1	2	1	2	1	1	1	1	2	2	1	1	2	4	0	1	1	5	2	3	0	3	0	2	3	0	1	3	0	2	2	0	1	0	0	4	0	1	4	
isogroup53339	0	0	3	1	0	0	2	2	0	3	0	0	1	2	0	1	2	1	0	1	2	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	5	0	0	0	1	0	1	0	
isogroup53340	6	2	10	6	2	7	9	3	5	3	3	6	12	5	7	4	12	0	6	8	6	0	4	3	5	3	6	6	4	5	4	5	2	2	11	1	17	2	1	6	2	1	8	4	3	3	3	2	4	0	2	6	6	0	0	9	6	0	
isogroup53344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53348	0	0	0	1	0	0	0	1	2	0	0	3	1	3	1	6	0	0	1	2	2	0	1	0	0	0	3	1	0	0	1	0	0	1	5	1	2	2	0	2	0	1	1	0	0	0	1	1	0	0	2	1	0	0	0	1	0	0	
isogroup53353	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	
isogroup53359	10	1	18	13	14	14	8	8	7	6	5	9	10	11	5	10	15	8	17	15	14	1	7	7	9	6	8	9	13	6	12	7	12	1	4	6	13	4	14	11	5	1	6	8	7	5	10	6	2	0	8	11	3	1	6	9	5	9	
isogroup53361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup53362	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53363	0	0	0	0	0	0	1	2	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	1	0	0	0	0	1	3	1	0	0	0	1	0	0	1	0	0	0	
isogroup53370	0	2	3	1	0	0	0	0	1	2	1	0	3	1	2	1	0	1	1	0	1	0	0	0	2	1	1	2	1	2	3	0	2	0	2	1	4	0	2	3	2	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	
isogroup53371	0	2	6	2	6	0	3	0	0	1	0	4	2	1	0	1	2	0	1	1	3	0	2	1	2	1	0	0	3	3	0	1	0	2	0	1	1	1	2	0	3	1	1	1	5	0	4	2	1	1	0	0	1	0	0	2	0	0	
isogroup53383	0	0	3	1	0	1	1	0	0	0	0	1	3	1	5	0	2	0	0	2	1	1	0	1	0	3	0	1	1	3	1	0	1	0	3	0	1	1	1	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	1	0	2	0	
isogroup53390	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53418	17	6	38	17	15	15	20	26	19	8	13	7	13	29	22	18	18	15	16	25	17	3	21	12	7	11	12	17	15	13	16	12	15	9	19	14	46	16	11	26	12	4	10	15	24	3	15	7	2	0	25	19	17	11	9	18	17	14	
isogroup53424	0	5	8	2	2	0	1	1	3	3	1	2	4	1	1	5	2	1	0	5	3	2	2	0	3	3	3	3	5	5	5	0	4	1	3	0	3	2	3	3	2	3	2	0	1	0	1	5	0	0	3	1	1	1	2	2	2	0	
isogroup53430	1	2	5	1	2	1	3	2	2	0	2	4	2	1	1	1	3	0	5	5	0	1	2	1	1	2	1	2	1	1	3	1	0	0	1	0	3	1	1	1	0	1	0	3	0	1	0	0	0	0	4	3	3	0	0	2	0	2	
isogroup53434	0	2	2	1	0	0	1	2	2	0	0	0	1	0	1	0	3	0	3	0	0	0	2	0	1	1	2	0	2	0	4	1	2	1	1	0	1	1	1	2	1	0	1	1	1	0	1	1	2	0	1	0	1	1	1	1	0	3	
isogroup53435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53447	11	9	42	10	15	8	15	11	12	10	10	12	8	18	11	9	17	12	16	20	12	14	9	15	8	13	8	15	14	14	18	20	13	4	24	10	22	1	13	21	10	8	8	7	12	11	12	7	9	0	26	24	22	6	12	9	12	8	
isogroup534541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	
isogroup53456	1	1	7	2	3	2	1	0	2	1	0	0	2	5	1	3	3	2	1	1	3	1	0	3	2	1	0	2	3	1	0	1	0	0	0	3	0	2	1	2	1	0	1	1	2	0	1	0	0	0	1	0	2	1	1	0	1	1	
isogroup534618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup53467	0	1	3	2	1	0	1	1	3	3	2	0	2	2	0	6	6	1	1	2	0	2	1	0	0	2	2	0	0	0	1	2	1	0	1	1	4	1	0	5	1	0	3	0	1	0	2	0	2	0	4	1	1	0	0	3	2	1	
isogroup53469	0	0	5	1	0	0	0	1	1	1	1	0	1	1	0	1	1	0	2	1	1	0	0	1	0	2	2	2	2	2	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	1	1	0	0	4	0	2	0	2	2	1	0	
isogroup53474	10	4	12	10	17	6	13	4	8	11	3	12	19	5	3	10	19	6	7	9	11	0	4	7	7	16	14	7	8	6	15	4	7	3	6	9	10	2	16	13	10	5	5	4	10	0	8	2	4	1	6	8	4	1	2	6	12	9	
isogroup534924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	1	0	
isogroup53494	0	1	6	1	0	0	0	0	1	0	0	0	2	0	0	2	5	0	1	2	0	1	2	2	0	1	0	3	0	2	0	0	1	0	1	0	3	0	2	1	2	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	1	2	
isogroup53497	4	0	8	2	3	3	7	1	2	2	2	2	6	5	1	1	9	2	4	1	3	2	1	0	1	0	3	1	0	1	5	3	0	1	1	3	4	4	1	1	3	0	2	5	1	2	3	0	0	0	4	0	2	0	0	2	0	4	
isogroup53518	13	6	31	12	19	17	20	12	6	11	14	4	14	13	13	14	18	5	22	15	13	5	5	7	7	12	15	17	4	14	20	10	11	5	12	16	28	15	19	20	13	3	9	3	20	0	15	3	3	2	16	9	13	2	4	11	16	12	
isogroup53520	0	1	2	0	1	0	1	4	0	2	0	0	1	1	0	0	1	0	0	2	0	2	0	2	0	1	1	0	1	2	1	1	2	1	0	0	1	0	0	0	0	1	0	1	1	0	1	2	1	0	2	3	3	1	0	1	1	1	
isogroup53522	0	0	1	1	1	1	0	0	0	5	0	0	1	1	4	0	1	0	1	0	2	0	0	2	2	1	0	1	0	1	1	1	1	0	2	0	3	0	3	2	0	1	0	0	0	0	1	0	0	0	2	1	1	0	0	1	1	0	
isogroup53525	6	0	6	2	7	0	9	6	2	1	1	1	4	6	1	4	8	1	4	3	2	1	6	2	0	2	5	2	1	2	6	2	2	1	7	3	9	4	4	15	3	1	2	4	4	1	4	1	2	2	2	1	2	0	1	8	3	2	
isogroup53535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53550	12	13	45	16	23	13	18	18	19	12	8	18	16	14	16	10	29	17	26	21	13	12	14	14	14	13	22	22	10	17	22	12	14	7	16	5	37	9	16	29	15	6	15	7	13	1	17	11	8	1	16	17	11	4	12	22	15	10	
